yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A23FI	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b1680	P77444	SUFS_ECOLI	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Selenocysteine beta-lyase) (SCL) (Selenocysteine lyase) (EC 4.4.1.16) (Selenocysteine reductase)	sufS csdB ynhB b1680 JW1670	Escherichia coli (strain K12)	406
eco:b4081	P32715	MDTO_ECOLI	reviewed	Multidrug resistance protein MdtO	mdtO yjcQ b4081 JW4042	Escherichia coli (strain K12)	683
eco:b3360	P00903	PABA_ECOLI	reviewed	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA b3360 JW3323	Escherichia coli (strain K12)	187
eco:b1818	P69801	PTNC_ECOLI	reviewed	PTS system mannose-specific EIIC component (EII-P-Man) (EIIC-Man) (Mannose permease IIC component)	manY pel ptsP b1818 JW1807	Escherichia coli (strain K12)	266
eco:b1819	P69805	PTND_ECOLI	reviewed	PTS system mannose-specific EIID component (EII-M-Man) (EIID-Man) (Mannose permease IID component)	manZ gptB ptsM b1819 JW1808	Escherichia coli (strain K12)	283
eco:b4000	P0ACF0	DBHA_ECOLI	reviewed	DNA-binding protein HU-alpha (HU-2) (NS2)	hupA b4000 JW3964	Escherichia coli (strain K12)	90
eco:b1937	P0A8T5	FLIE_ECOLI	reviewed	Flagellar hook-basal body complex protein FliE	fliE fla AI flaN b1937 JW1921	Escherichia coli (strain K12)	104
eco:b1942	P52613	FLIJ_ECOLI	reviewed	Flagellar FliJ protein	fliJ flaO flaS b1942 JW1926	Escherichia coli (strain K12)	147
eco:b2669	P0ACG1	STPA_ECOLI	reviewed	DNA-binding protein StpA (H-NS homolog StpA)	stpA hnsB b2669 JW2644	Escherichia coli (strain K12)	134
eco:b1947	P22586	FLIO_ECOLI	reviewed	Flagellar protein FliO	fliO flaP flbD b1947 JW5316	Escherichia coli (strain K12)	121
eco:b1969	P76340	HPRR_ECOLI	reviewed	Transcriptional regulatory protein HprR (Hydrogen peroxide response regulator)	hprR yedW b1969 JW5322	Escherichia coli (strain K12)	223
eco:b2016	P0AD12	YEEZ_ECOLI	reviewed	Protein YeeZ	yeeZ b2016 JW1998	Escherichia coli (strain K12)	274
eco:b3403	P22259	PCKA_ECOLI	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA pck b3403 JW3366	Escherichia coli (strain K12)	540
eco:b2076	P76399	MDTC_ECOLI	reviewed	Multidrug resistance protein MdtC (Multidrug transporter MdtC)	mdtC yegO b2076 JW2061	Escherichia coli (strain K12)	1025
eco:b2147	P25889	PREA_ECOLI	reviewed	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preA yeiA b2147 JW2134	Escherichia coli (strain K12)	411
eco:b2837	P03024	GALR_ECOLI	reviewed	HTH-type transcriptional regulator GalR (Galactose operon repressor)	galR b2837 JW2805	Escherichia coli (strain K12)	343
eco:b4133	P23890	CADC_ECOLI	reviewed	Transcriptional activator CadC	cadC b4133 JW4094	Escherichia coli (strain K12)	512
eco:b2469	P27896	NARQ_ECOLI	reviewed	Nitrate/nitrite sensor protein NarQ (EC 2.7.13.3)	narQ b2469 JW2453	Escherichia coli (strain K12)	566
eco:b4136	P36655	DSBD_ECOLI	reviewed	Thiol:disulfide interchange protein DsbD (EC 1.8.1.8) (C-type cytochrome biogenesis protein CycZ) (Inner membrane copper tolerance protein) (Protein-disulfide reductase) (Disulfide reductase)	dsbD cutA2 cycZ dipZ b4136 JW5734	Escherichia coli (strain K12)	565
eco:b2201	P33931	CCMA_ECOLI	reviewed	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA yejW b2201 JW5366	Escherichia coli (strain K12)	207
eco:b2204	P33934	NAPH_ECOLI	reviewed	Ferredoxin-type protein NapH (Ubiquinol--[NapC cytochrome c] reductase NapH subunit)	napH yejZ b2204 JW2192	Escherichia coli (strain K12)	287
eco:b4366	P39404	BGLJ_ECOLI	reviewed	Transcriptional activator protein BglJ	bglJ yjjR b4366 JW5955	Escherichia coli (strain K12)	225
eco:b3299	P0A7Q6	RL36_ECOLI	reviewed	50S ribosomal protein L36 (Large ribosomal subunit protein bL36-A) (Ribosomal protein B)	rpmJ b3299 JW3261	Escherichia coli (strain K12)	38
eco:b3699	P0AES6	GYRB_ECOLI	reviewed	DNA gyrase subunit B (EC 5.6.2.2) (Type IIA topoisomerase subunit GyrB)	gyrB acrB cou himB hisU nalC parA pcbA b3699 JW5625	Escherichia coli (strain K12)	804
eco:b3740	P0A6U5	RSMG_ECOLI	reviewed	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase) (Glucose-inhibited division protein B)	rsmG gidB b3740 JW3718	Escherichia coli (strain K12)	207
eco:b2676	P37146	RIR4_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2)	nrdF ygaD b2676 JW2651	Escherichia coli (strain K12)	319
eco:b3526	P37647	KDGK_ECOLI	reviewed	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45) (2-keto-3-deoxygluconokinase) (3-deoxy-2-oxo-D-gluconate kinase) (KDG kinase)	kdgK yhjI b3526 JW5668	Escherichia coli (strain K12)	309
eco:b2287	P0AFC7	NUOB_ECOLI	reviewed	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B) (NUO2)	nuoB b2287 JW5875	Escherichia coli (strain K12)	220
eco:b4114	P30845	EPTA_ECOLI	reviewed	Phosphoethanolamine transferase EptA (EC 2.7.-.-) (Polymyxin resistance protein PmrC)	eptA pmrC yjdB b4114 JW5730	Escherichia coli (strain K12)	547
eco:b3607	P0A9D4	CYSE_ECOLI	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE b3607 JW3582	Escherichia coli (strain K12)	273
eco:b3723	P11989	BGLG_ECOLI	reviewed	Cryptic beta-glucoside bgl operon antiterminator	bglG bglC b3723 JW3701	Escherichia coli (strain K12)	278
eco:b2994	P0ACE0	MBHM_ECOLI	reviewed	Hydrogenase-2 large chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	hybC b2994 JW2962	Escherichia coli (strain K12)	567
eco:b4175	P0ABC3	HFLC_ECOLI	reviewed	Modulator of FtsH protease HflC	hflC hflA b4175 JW4133	Escherichia coli (strain K12)	334
eco:b2580	P12295	UNG_ECOLI	reviewed	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung b2580 JW2564	Escherichia coli (strain K12)	229
eco:b2528	P0AAC8	ISCA_ECOLI	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA yfhF b2528 JW2512	Escherichia coli (strain K12)	107
eco:b3807	P27838	CYAY_ECOLI	reviewed	Iron-sulfur cluster assembly protein CyaY (Bacterial frataxin ortholog)	cyaY b3807 JW3779	Escherichia coli (strain K12)	106
eco:b3053	P30870	GLNE_ECOLI	reviewed	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N) (AT-N440) (P-I); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE b3053 JW3025	Escherichia coli (strain K12)	946
eco:b3959	P0A6C8	ARGB_ECOLI	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB b3959 JW5553	Escherichia coli (strain K12)	258
eco:b3235	P0AEE3	DEGS_ECOLI	reviewed	Serine endoprotease DegS (EC 3.4.21.107) (Site-1 protease DegS) (S1P protease DegS) (Site-1-type intramembrane protease)	degS hhoB htrH b3235 JW3204	Escherichia coli (strain K12)	355
eco:b2830	P0A776	RPPH_ECOLI	reviewed	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase) (Ap5A pyrophosphatase)	rppH nudH ygdP b2830 JW2798	Escherichia coli (strain K12)	176
eco:b3168	P0A705	IF2_ECOLI	reviewed	Translation initiation factor IF-2	infB gicD ssyG b3168 JW3137	Escherichia coli (strain K12)	890
eco:b3464	P10121	FTSY_ECOLI	reviewed	Signal recognition particle receptor FtsY (SRP receptor)	ftsY b3464 JW3429	Escherichia coli (strain K12)	497
eco:b4079	P07658	FDHF_ECOLI	reviewed	Formate dehydrogenase H (EC 1.17.98.4) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	fdhF b4079 JW4040	Escherichia coli (strain K12)	715
eco:b2752	P21156	CYSD_ECOLI	reviewed	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD b2752 JW2722	Escherichia coli (strain K12)	302
eco:b2760	Q46901	CSE1_ECOLI	reviewed	CRISPR system Cascade subunit CasA (CRISPR type I-E/Ecoli-associated protein CasA/Cse1) (CRISPR-associated protein CasA/Cse1)	casA cse1 ygcL b2760 JW2730	Escherichia coli (strain K12)	502
eco:b3926	P0A6F3	GLPK_ECOLI	reviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK b3926 JW3897	Escherichia coli (strain K12)	502
eco:b2811	P0AGF2	CSDE_ECOLI	reviewed	Sulfur acceptor protein CsdE	csdE ygdK b2811 JW2782	Escherichia coli (strain K12)	147
eco:b2822	P07648	RECC_ECOLI	reviewed	RecBCD enzyme subunit RecC (EC 3.1.11.5) (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC) (ExoV subunit RecC)	recC b2822 JW2790	Escherichia coli (strain K12)	1122
eco:b3554	P0ADK0	YIAF_ECOLI	reviewed	Uncharacterized protein YiaF	yiaF b3554 JW5655	Escherichia coli (strain K12)	236
eco:b4177	P0A7D4	PURA_ECOLI	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA adeK b4177 JW4135	Escherichia coli (strain K12)	432
eco:b4258	P07118	SYV_ECOLI	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS b4258 JW4215	Escherichia coli (strain K12)	951
eco:b4401	P0A9Q1	ARCA_ECOLI	reviewed	Aerobic respiration control protein ArcA (Dye resistance protein)	arcA cpxC dye fexA msp seg sfrA b4401 JW4364	Escherichia coli (strain K12)	238
eco:b3905	P09377	RHAS_ECOLI	reviewed	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	rhaS rhaC2 b3905 JW3876	Escherichia coli (strain K12)	278
eco:b3906	P09378	RHAR_ECOLI	reviewed	HTH-type transcriptional activator RhaR (L-rhamnose operon transcriptional activator RhaR)	rhaR rhaC1 b3906 JW3877	Escherichia coli (strain K12)	282
eco:b3995	P0AFX4	RSD_ECOLI	reviewed	Regulator of sigma D	rsd b3995 JW3959	Escherichia coli (strain K12)	158
eco:b4174	P0ABC7	HFLK_ECOLI	reviewed	Modulator of FtsH protease HflK	hflK hflA b4174 JW4132	Escherichia coli (strain K12)	419
eco:b3200	P0ADV1	LPTA_ECOLI	reviewed	Lipopolysaccharide export system protein LptA	lptA yhbN b3200 JW3167	Escherichia coli (strain K12)	185
eco:b4261	P0AF98	LPTF_ECOLI	reviewed	Lipopolysaccharide export system permease protein LptF	lptF yjgP b4261 JW4218	Escherichia coli (strain K12)	366
eco:b4262	P0ADC6	LPTG_ECOLI	reviewed	Lipopolysaccharide export system permease protein LptG	lptG yjgQ b4262 JW5760	Escherichia coli (strain K12)	360
eco:b3961	P0ACQ4	OXYR_ECOLI	reviewed	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR momR mor b3961 JW3933	Escherichia coli (strain K12)	305
eco:b4361	P0AEF0	DNAC_ECOLI	reviewed	DNA replication protein DnaC	dnaC dnaD b4361 JW4325	Escherichia coli (strain K12)	245
eco:b3772	P04968	ILVA_ECOLI	reviewed	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA b3772 JW3745	Escherichia coli (strain K12)	514
eco:b3816	P0ABI4	CORA_ECOLI	reviewed	Magnesium transport protein CorA	corA b3816 JW3789	Escherichia coli (strain K12)	316
eco:b3831	P12758	UDP_ECOLI	reviewed	Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)	udp b3831 JW3808	Escherichia coli (strain K12)	253
eco:b4240	P36672	PTTBC_ECOLI	reviewed	PTS system trehalose-specific EIIBC component (EIIBC-Tre) (EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component (EC 2.7.1.201) (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]	treB b4240 JW4199	Escherichia coli (strain K12)	473
eco:b3736	P0ABA0	ATPF_ECOLI	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF papF uncF b3736 JW3714	Escherichia coli (strain K12)	156
eco:b3737	P68699	ATPL_ECOLI	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (Dicyclohexylcarbodiimide-binding protein) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE papH uncE b3737 JW3715	Escherichia coli (strain K12)	79
eco:b4131	P0A9H3	LDCI_ECOLI	reviewed	Inducible lysine decarboxylase (LDCI) (EC 4.1.1.18)	cadA ldcI b4131 JW4092	Escherichia coli (strain K12)	715
eco:b4088	P39265	ALSB_ECOLI	reviewed	D-allose-binding periplasmic protein (ALBP)	alsB yjcX b4088 JW4049	Escherichia coli (strain K12)	311
eco:b3846	P21177	FADB_ECOLI	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB oldB b3846 JW3822	Escherichia coli (strain K12)	729
eco:b3908	P00448	SODM_ECOLI	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	sodA b3908 JW3879	Escherichia coli (strain K12)	206
eco:b3919	P0A858	TPIS_ECOLI	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi b3919 JW3890	Escherichia coli (strain K12)	255
eco:b3962	P27306	STHA_ECOLI	reviewed	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA sth udhA b3962 JW5551	Escherichia coli (strain K12)	466
eco:b3982	P0AFG0	NUSG_ECOLI	reviewed	Transcription termination/antitermination protein NusG	nusG b3982 JW3945	Escherichia coli (strain K12)	181
eco:b4147	P0A6N4	EFP_ECOLI	reviewed	Elongation factor P (EF-P)	efp b4147 JW4107	Escherichia coli (strain K12)	188
eco:b4207	P0A9L3	FKBB_ECOLI	reviewed	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase (FKBP22) (PPIase) (EC 5.2.1.8) (Rotamase)	fklB ytfC b4207 JW5746	Escherichia coli (strain K12)	206
eco:b4238	P28903	NRDD_ECOLI	reviewed	Anaerobic ribonucleoside-triphosphate reductase (EC 1.1.98.6) (Class III ribonucleoside-triphosphate reductase)	nrdD b4238 JW4197	Escherichia coli (strain K12)	712
eco:b4352	P24203	YJIA_ECOLI	reviewed	P-loop guanosine triphosphatase YjiA (EC 3.6.-.-) (GTP-binding protein YjiA)	yjiA b4352 JW5790	Escherichia coli (strain K12)	318
eco:b4139	P0AC38	ASPA_ECOLI	reviewed	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA b4139 JW4099	Escherichia coli (strain K12)	478
eco:b3932	P0A7B8	HSLV_ECOLI	reviewed	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	hslV htpO yiiC b3932 JW3903	Escherichia coli (strain K12)	176
eco:b4362	P0A8J2	DNAT_ECOLI	reviewed	Primosomal protein 1 (Primosomal protein I)	dnaT b4362 JW4326	Escherichia coli (strain K12)	179
eco:b4004	P14375	ZRAR_ECOLI	reviewed	Transcriptional regulatory protein ZraR	zraR hydG b4004 JW3968	Escherichia coli (strain K12)	441
eco:b4129	P0A8N5	SYK2_ECOLI	reviewed	Lysine--tRNA ligase, heat inducible (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysU b4129 JW4090	Escherichia coli (strain K12)	505
eco:b4035	P68187	MALK_ECOLI	reviewed	Maltose/maltodextrin import ATP-binding protein MalK (EC 7.5.2.1)	malK b4035 JW3995	Escherichia coli (strain K12)	371
eco:b4113	P30843	BASR_ECOLI	reviewed	Transcriptional regulatory protein BasR	basR pmrA b4113 JW4074	Escherichia coli (strain K12)	222
eco:b4377	P39407	YJJU_ECOLI	reviewed	Uncharacterized protein YjjU (EC 3.1.1.-)	yjjU b4377 JW4340	Escherichia coli (strain K12)	357
eco:b4245	P0A786	PYRB_ECOLI	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB b4245 JW4204	Escherichia coli (strain K12)	311
eco:b4293	P23484	FECI_ECOLI	reviewed	Probable RNA polymerase sigma factor FecI	fecI b4293 JW4253	Escherichia coli (strain K12)	173
eco:b4318	P08189	FIMF_ECOLI	reviewed	Protein FimF	fimF b4318 JW4281	Escherichia coli (strain K12)	176
eco:b4319	P08190	FIMG_ECOLI	reviewed	Protein FimG	fimG b4319 JW4282	Escherichia coli (strain K12)	167
eco:b4320	P08191	FIMH_ECOLI	reviewed	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	fimH b4320 JW4283	Escherichia coli (strain K12)	300
eco:b4399	P08401	CREC_ECOLI	reviewed	Sensor protein CreC (EC 2.7.13.3)	creC phoM b4399 JW4362	Escherichia coli (strain K12)	474
