yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b3117	P0AGF6	TDCB_ECOLI	reviewed	L-threonine dehydratase catabolic TdcB (EC 4.3.1.19) (L-serine dehydratase) (EC 4.3.1.17) (Threonine deaminase)	tdcB b3117 JW3088	Escherichia coli (strain K12)	329
eco:b3124	P23524	GLXK1_ECOLI	reviewed	Glycerate 2-kinase (EC 2.7.1.165) (Glycerate kinase 1) (GK1)	garK yhaD b3124 JW3093	Escherichia coli (strain K12)	381
eco:b3125	P0ABQ2	GARR_ECOLI	reviewed	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	garR yhaE b3125 JW5526	Escherichia coli (strain K12)	294
eco:b3126	P23522	GARL_ECOLI	reviewed	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL yhaF b3126 JW3095	Escherichia coli (strain K12)	256
eco:b3132	P0C8K0	KBAZ_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	kbaZ agaZ yhaX b3132 JW3101	Escherichia coli (strain K12)	426
eco:b3164	P05055	PNP_ECOLI	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp b3164 JW5851	Escherichia coli (strain K12)	711
eco:b3172	P0A6E4	ASSY_ECOLI	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG b3172 JW3140	Escherichia coli (strain K12)	447
eco:b3176	P31120	GLMM_ECOLI	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM mrsA yhbF b3176 JW3143	Escherichia coli (strain K12)	445
eco:b3189	P0A749	MURA_ECOLI	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA murZ b3189 JW3156	Escherichia coli (strain K12)	419
eco:b3197	P45395	KDSD_ECOLI	reviewed	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD yrbH b3197 JW3164	Escherichia coli (strain K12)	328
eco:b3208	P46022	MTGA_ECOLI	reviewed	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Monofunctional biosynthetic peptidoglycan transglycosylase) (Monofunctional glycosyltransferase) (Monofunctional GTase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA mgt yrbM b3208 JW3175	Escherichia coli (strain K12)	242
eco:b3210	P0AEC3	ARCB_ECOLI	reviewed	Aerobic respiration control sensor protein ArcB (EC 2.7.13.3)	arcB b3210 JW5536	Escherichia coli (strain K12)	778
eco:b3212	P09831	GLTB_ECOLI	reviewed	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain) (NADPH-GOGAT)	gltB aspB b3212 JW3179	Escherichia coli (strain K12)	1486
eco:b3213	P09832	GLTD_ECOLI	reviewed	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (Glutamate synthase subunit beta) (GLTS beta chain) (NADPH-GOGAT)	gltD aspB b3213 JW3180	Escherichia coli (strain K12)	472
eco:b3222	P45425	NANK_ECOLI	reviewed	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK yhcI b3222 JW5538	Escherichia coli (strain K12)	291
eco:b3223	P0A761	NANE_ECOLI	reviewed	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE yhcJ b3223 JW3192	Escherichia coli (strain K12)	229
eco:b3236	P61889	MDH_ECOLI	reviewed	Malate dehydrogenase (EC 1.1.1.37)	mdh b3236 JW3205	Escherichia coli (strain K12)	312
eco:b3255	P0ABD8	BCCP_ECOLI	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156
eco:b3256	P24182	ACCC_ECOLI	reviewed	Biotin carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A) (ACC) (EC 6.4.1.2)	accC fabG b3256 JW3224	Escherichia coli (strain K12)	449
eco:b3281	P15770	AROE_ECOLI	reviewed	Shikimate dehydrogenase (NADP(+)) (SD) (SDH) (EC 1.1.1.25)	aroE b3281 JW3242	Escherichia coli (strain K12)	272
eco:b3359	P18335	ARGD_ECOLI	reviewed	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD dapC dtu b3359 JW3322	Escherichia coli (strain K12)	406
eco:b3371	P0AC00	FRLB_ECOLI	reviewed	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	frlB yhfN b3371 JW5700	Escherichia coli (strain K12)	340
eco:b3374	P45543	FRLD_ECOLI	reviewed	Fructoselysine 6-kinase (EC 2.7.1.218)	frlD yhfQ b3374 JW3337	Escherichia coli (strain K12)	261
eco:b3384	P00954	SYW_ECOLI	reviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS b3384 JW3347	Escherichia coli (strain K12)	334
eco:b3386	P0AG07	RPE_ECOLI	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)	rpe dod yhfD b3386 JW3349	Escherichia coli (strain K12)	225
eco:b3389	P07639	AROB_ECOLI	reviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB b3389 JW3352	Escherichia coli (strain K12)	362
eco:b3396	P02918	PBPA_ECOLI	reviewed	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcA ponA b3396 JW3359	Escherichia coli (strain K12)	850
eco:b3399	P64636	YRFG_ECOLI	reviewed	GMP/IMP nucleotidase YrfG (EC 3.1.3.5)	yrfG b3399 JW5865	Escherichia coli (strain K12)	222
eco:b3403	P22259	PCKA_ECOLI	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA pck b3403 JW3366	Escherichia coli (strain K12)	540
eco:b3404	P0AEJ4	ENVZ_ECOLI	reviewed	Sensor histidine kinase EnvZ (EC 2.7.13.3) (Osmolarity sensor protein EnvZ)	envZ ompB perA tpo b3404 JW3367	Escherichia coli (strain K12)	450
eco:b3416	P15977	MALQ_ECOLI	reviewed	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ malA b3416 JW3379	Escherichia coli (strain K12)	694
eco:b3417	P00490	PHSM_ECOLI	reviewed	Maltodextrin phosphorylase (EC 2.4.1.1)	malP b3417 JW5689	Escherichia coli (strain K12)	797
eco:b3426	P13035	GLPD_ECOLI	reviewed	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	glpD glyD b3426 JW3389	Escherichia coli (strain K12)	501
eco:b3428	P0AC86	PHSG_ECOLI	reviewed	Glycogen phosphorylase (EC 2.4.1.1)	glgP glgY b3428 JW3391	Escherichia coli (strain K12)	815
eco:b3429	P0A6U8	GLGA_ECOLI	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA b3429 JW3392	Escherichia coli (strain K12)	477
eco:b3430	P0A6V1	GLGC_ECOLI	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC b3430 JW3393	Escherichia coli (strain K12)	431
eco:b3433	P0A9Q9	DHAS_ECOLI	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd hom b3433 JW3396	Escherichia coli (strain K12)	367
eco:b3437	P46859	GNTK_ECOLI	reviewed	Thermoresistant gluconokinase (EC 2.7.1.12) (Gluconate kinase 2)	gntK b3437 JW3400	Escherichia coli (strain K12)	175
eco:b3449	P10908	UGPQ_ECOLI	reviewed	Glycerophosphodiester phosphodiesterase, cytoplasmic (Glycerophosphoryl diester phosphodiesterase, cytoplasmic) (EC 3.1.4.46)	ugpQ b3449 JW3414	Escherichia coli (strain K12)	247
eco:b3500	P06715	GSHR_ECOLI	reviewed	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	gor b3500 JW3467	Escherichia coli (strain K12)	450
eco:b3503	P0AB96	ARSC_ECOLI	reviewed	Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	arsC arsG b3503 JW3470	Escherichia coli (strain K12)	141
eco:b3526	P37647	KDGK_ECOLI	reviewed	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45) (2-keto-3-deoxygluconokinase) (3-deoxy-2-oxo-D-gluconate kinase) (KDG kinase)	kdgK yhjI b3526 JW5668	Escherichia coli (strain K12)	309
eco:b3553	P37666	GHRB_ECOLI	reviewed	Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoaldonate reductase) (2-ketogluconate reductase) (2KR) (EC 1.1.1.215)	ghrB tkrA yiaE b3553 JW5656	Escherichia coli (strain K12)	324
eco:b3559	P00961	SYGB_ECOLI	reviewed	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS glyS(B) b3559 JW3530	Escherichia coli (strain K12)	689
eco:b3560	P00960	SYGA_ECOLI	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ glyS(A) b3560 JW3531	Escherichia coli (strain K12)	303
eco:b3564	P09099	XYLB_ECOLI	reviewed	Xylulose kinase (XK) (Xylulokinase) (EC 2.7.1.17) (1-deoxy-D-xylulokinase) (EC 2.7.1.-)	xylB b3564 JW3536	Escherichia coli (strain K12)	484
eco:b3572	P09053	AVTA_ECOLI	reviewed	Valine--pyruvate aminotransferase (EC 2.6.1.66) (Alanine--valine transaminase) (Transaminase C)	avtA b3572 JW5652	Escherichia coli (strain K12)	417
eco:b3575	P37672	DLGD_ECOLI	reviewed	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	dlgD yiaK b3575 JW3547	Escherichia coli (strain K12)	332
eco:b3580	P37677	LYXK_ECOLI	reviewed	L-xylulose/3-keto-L-gulonate kinase (L-xylulokinase) (EC 2.7.1.-) (EC 2.7.1.53) (3-dehydro-L-gulonate kinase)	lyx lyxK sgbK xylK yiaP b3580 JW3552	Escherichia coli (strain K12)	498
eco:b3581	P37678	SGBH_ECOLI	reviewed	3-keto-L-gulonate-6-phosphate decarboxylase SgbH (KGPDC) (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase)	sgbH yiaQ b3581 JW3553	Escherichia coli (strain K12)	220
eco:b3582	P37679	SGBU_ECOLI	reviewed	Putative L-ribulose-5-phosphate 3-epimerase SgbU (EC 5.1.3.22) (L-xylulose-5-phosphate 3-epimerase)	sgbU yiaR b3582 JW5650	Escherichia coli (strain K12)	286
eco:b3583	P37680	SGBE_ECOLI	reviewed	L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4) (Phosphoribulose isomerase)	sgbE yiaS b3583 JW3555	Escherichia coli (strain K12)	231
eco:b3608	P0A6S7	GPDA_ECOLI	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA b3608 JW3583	Escherichia coli (strain K12)	339
eco:b3612	P37689	GPMI_ECOLI	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgmI yibO b3612 JW3587	Escherichia coli (strain K12)	514
eco:b3616	P07913	TDH_ECOLI	reviewed	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	tdh b3616 JW3591	Escherichia coli (strain K12)	341
eco:b3620	P37692	RFAF_ECOLI	reviewed	ADP-heptose--LPS heptosyltransferase 2 (EC 2.-.-.-) (ADP-heptose--LPS heptosyltransferase II)	rfaF waaF b3620 JW3595	Escherichia coli (strain K12)	348
eco:b3621	P24173	RFAC_ECOLI	reviewed	Lipopolysaccharide heptosyltransferase 1 (EC 2.-.-.-)	rfaC rfa-2 waaC yibC b3621 JW3596	Escherichia coli (strain K12)	319
eco:b3623	P27242	WAAU_ECOLI	reviewed	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)	waaU rfaK waaK b3623 JW3598	Escherichia coli (strain K12)	357
eco:b3625	P27240	RFAY_ECOLI	reviewed	Lipopolysaccharide core heptose(II) kinase RfaY (EC 2.7.1.-)	rfaY waaY b3625 JW3600	Escherichia coli (strain K12)	232
eco:b3626	P27129	RFAJ_ECOLI	reviewed	Lipopolysaccharide 1,2-glucosyltransferase (EC 2.4.1.58)	rfaJ waaJ b3626 JW3601	Escherichia coli (strain K12)	338
eco:b3627	P27128	RFAI_ECOLI	reviewed	Lipopolysaccharide 1,3-galactosyltransferase (EC 2.4.1.44) (Lipopolysaccharide 3-alpha-galactosyltransferase)	rfaI waaI b3627 JW3602	Escherichia coli (strain K12)	339
eco:b3628	P27127	RFAB_ECOLI	reviewed	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-) (UDP-D-galactose--(Glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase)	rfaB waaB b3628 JW3603	Escherichia coli (strain K12)	359
eco:b3630	P25741	RFAP_ECOLI	reviewed	Lipopolysaccharide core heptose(I) kinase RfaP (EC 2.7.1.-)	rfaP waaP b3630 JW3605	Escherichia coli (strain K12)	265
eco:b3631	P25740	RFAG_ECOLI	reviewed	Lipopolysaccharide core biosynthesis protein RfaG (EC 2.4.-.-) (Glucosyltransferase I)	rfaG pcsA waaG b3631 JW3606	Escherichia coli (strain K12)	374
eco:b3634	P0A6I6	COAD_ECOLI	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD kdtB yicA b3634 JW3609	Escherichia coli (strain K12)	159
eco:b3639	P0ABQ0	COABC_ECOLI	reviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp b3639 JW5642	Escherichia coli (strain K12)	406
eco:b3640	P06968	DUT_ECOLI	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut dnaS sof b3640 JW3615	Escherichia coli (strain K12)	152
eco:b3642	P0A7E3	PYRE_ECOLI	reviewed	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE b3642 JW3617	Escherichia coli (strain K12)	213
eco:b3648	P60546	KGUA_ECOLI	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk spoR b3648 JW3623	Escherichia coli (strain K12)	207
eco:b3650	P0AG24	SPOT_ECOLI	reviewed	Bifunctional (p)ppGpp synthase/hydrolase SpoT [Includes: GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (Stringent response-like protein) (ppGpp synthase II); Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)]	spoT b3650 JW3625	Escherichia coli (strain K12)	702
eco:b3668	P09835	UHPB_ECOLI	reviewed	Signal transduction histidine-protein kinase/phosphatase UhpB (EC 2.7.13.3) (EC 3.1.3.-)	uhpB b3668 JW3643	Escherichia coli (strain K12)	500
eco:b3670	P0ADF8	ILVN_ECOLI	reviewed	Acetolactate synthase isozyme 1 small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase I small subunit) (AHAS-I) (ALS-I)	ilvN b3670 JW3645	Escherichia coli (strain K12)	96
eco:b3671	P08142	ILVB_ECOLI	reviewed	Acetolactate synthase isozyme 1 large subunit (AHAS-I) (EC 2.2.1.6) (Acetohydroxy-acid synthase I large subunit) (ALS-I)	ilvB b3671 JW3646	Escherichia coli (strain K12)	562
eco:b3693	P31459	DGOK_ECOLI	reviewed	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	dgoK yidV b3693 JW3670	Escherichia coli (strain K12)	292
eco:b3697	P0A8Y5	YIDA_ECOLI	reviewed	Sugar phosphatase YidA (EC 3.1.3.23)	yidA b3697 JW3674	Escherichia coli (strain K12)	270
eco:b3729	P17169	GLMS_ECOLI	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS b3729 JW3707	Escherichia coli (strain K12)	609
eco:b3730	P0ACC7	GLMU_ECOLI	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU yieA b3730 JW3708	Escherichia coli (strain K12)	456
eco:b3731	P0A6E6	ATPE_ECOLI	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC papG uncC b3731 JW3709	Escherichia coli (strain K12)	139
eco:b3732	P0ABB4	ATPB_ECOLI	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710	Escherichia coli (strain K12)	460
eco:b3733	P0ABA6	ATPG_ECOLI	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG papC uncG b3733 JW3711	Escherichia coli (strain K12)	287
eco:b3734	P0ABB0	ATPA_ECOLI	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA papA uncA b3734 JW3712	Escherichia coli (strain K12)	513
eco:b3735	P0ABA4	ATPD_ECOLI	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH papE uncH b3735 JW3713	Escherichia coli (strain K12)	177
eco:b3736	P0ABA0	ATPF_ECOLI	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF papF uncF b3736 JW3714	Escherichia coli (strain K12)	156
eco:b3737	P68699	ATPL_ECOLI	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (Dicyclohexylcarbodiimide-binding protein) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE papH uncE b3737 JW3715	Escherichia coli (strain K12)	79
eco:b3738	P0AB98	ATP6_ECOLI	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB papD uncB b3738 JW3716	Escherichia coli (strain K12)	271
eco:b3748	P04982	RBSD_ECOLI	reviewed	D-ribose pyranase (EC 5.4.99.62)	rbsD b3748 JW5857	Escherichia coli (strain K12)	139
eco:b3769	P0ADG1	ILVM_ECOLI	reviewed	Acetolactate synthase isozyme 2 small subunit (EC 2.2.1.6) (ALS-II) (Acetohydroxy-acid synthase II small subunit) (AHAS-II)	ilvM b3769 JW3742	Escherichia coli (strain K12)	87
eco:b3770	P0AB80	ILVE_ECOLI	reviewed	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B)	ilvE b3770 JW5606	Escherichia coli (strain K12)	309
eco:b3771	P05791	ILVD_ECOLI	reviewed	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD b3771 JW5605	Escherichia coli (strain K12)	616
eco:b3772	P04968	ILVA_ECOLI	reviewed	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA b3772 JW3745	Escherichia coli (strain K12)	514
eco:b3774	P05793	ILVC_ECOLI	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	ilvC b3774 JW3747	Escherichia coli (strain K12)	491
eco:b3781	P0AA25	THIO_ECOLI	reviewed	Thioredoxin 1 (Trx-1)	trxA fipA tsnC b3781 JW5856	Escherichia coli (strain K12)	109
eco:b3784	P0AC78	WECA_ECOLI	reviewed	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe b3784 JW3758	Escherichia coli (strain K12)	367
eco:b3786	P27828	WECB_ECOLI	reviewed	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (Bacteriophage N4 adsorption protein C) (UDP-GlcNAc-2-epimerase)	wecB nfrC rffE yifF b3786 JW5600	Escherichia coli (strain K12)	376
eco:b3787	P27829	WECC_ECOLI	reviewed	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD b3787 JW5599	Escherichia coli (strain K12)	420
eco:b3788	P27830	RMLB2_ECOLI	reviewed	dTDP-glucose 4,6-dehydratase 2 (EC 4.2.1.46)	rffG b3788 JW5598	Escherichia coli (strain K12)	355
eco:b3789	P61887	RMLA2_ECOLI	reviewed	Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2)	rffH rmlA2 yifG b3789 JW3763	Escherichia coli (strain K12)	293
eco:b3790	P27832	WECD_ECOLI	reviewed	dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)	wecD rffC yifH b3790 JW5597	Escherichia coli (strain K12)	224
eco:b3791	P27833	WECE_ECOLI	reviewed	dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	wecE rffA yifI b3791 JW3765	Escherichia coli (strain K12)	376
eco:b3794	P27836	WECG_ECOLI	reviewed	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM b3794 JW3770	Escherichia coli (strain K12)	246
eco:b3804	P09126	HEM4_ECOLI	reviewed	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD b3804 JW3776	Escherichia coli (strain K12)	246
eco:b3805	P06983	HEM3_ECOLI	reviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC popE b3805 JW5932	Escherichia coli (strain K12)	313
eco:b3809	P0A6K1	DAPF_ECOLI	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF b3809 JW5592	Escherichia coli (strain K12)	274
eco:b3826	P27848	YIGL_ECOLI	reviewed	Pyridoxal phosphate phosphatase YigL (EC 3.1.3.74) (PLP phosphatase) (Sugar phosphatase) (EC 3.1.3.23)	yigL b3826 JW5854	Escherichia coli (strain K12)	266
eco:b3829	P25665	METE_ECOLI	reviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE b3829 JW3805	Escherichia coli (strain K12)	753
eco:b3831	P12758	UDP_ECOLI	reviewed	Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)	udp b3831 JW3808	Escherichia coli (strain K12)	253
eco:b3833	P0A887	UBIE_ECOLI	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE yigO b3833 JW5581	Escherichia coli (strain K12)	251
eco:b3835	P0A6A0	UBIB_ECOLI	reviewed	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB aarF yigQ yigR yigS b3835 JW3812	Escherichia coli (strain K12)	546
eco:b3843	P0AAB4	UBID_ECOLI	reviewed	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD yigC yigY b3843 JW3819	Escherichia coli (strain K12)	497
eco:b3845	P21151	FADA_ECOLI	reviewed	3-ketoacyl-CoA thiolase FadA (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA oldA b3845 JW5578	Escherichia coli (strain K12)	387
eco:b3850	P0ACB4	HEMG_ECOLI	reviewed	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	hemG yihB b3850 JW3827	Escherichia coli (strain K12)	181
eco:b3867	P32131	HEMN_ECOLI	reviewed	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	hemN yihJ b3867 JW3838	Escherichia coli (strain K12)	457
eco:b3868	P0AFB8	NTRC_ECOLI	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	glnG glnT ntrC b3868 JW3839	Escherichia coli (strain K12)	469
eco:b3869	P0AFB5	NTRB_ECOLI	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840	Escherichia coli (strain K12)	349
