X1,X2,X3,X4,X5,X6,X7,X8,cid
brinzolamide,Carbonic anhydrase II inhibitor,CHEMBL205,Carbonic anhydrase II,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,68844
dichlorphenamide,Carbonic anhydrase II inhibitor,CHEMBL205,Carbonic anhydrase II,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,3038
dorzolamide,Carbonic anhydrase II inhibitor,CHEMBL205,Carbonic anhydrase II,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,5284549
methazolamide,Carbonic anhydrase II inhibitor,CHEMBL205,Carbonic anhydrase II,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,4100
topiramate,Carbonic anhydrase II inhibitor,CHEMBL205,Carbonic anhydrase II,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,5284627
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,O43570,Carbonic anhydrase 12,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P00915,Carbonic anhydrase 1,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P00918,Carbonic anhydrase 2,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P07451,Carbonic anhydrase 3,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P22748,Carbonic anhydrase 4,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P23280,Carbonic anhydrase 6,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P35218,"Carbonic anhydrase 5A, mitochondrial",Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,P43166,Carbonic anhydrase 7,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,Q16790,Carbonic anhydrase 9,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,Q8N1Q1,Carbonic anhydrase 13,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,Q9ULX7,Carbonic anhydrase 14,Homo sapiens,enzyme  lyase,3295
ethoxzolamide,Carbonic anhydrase inhibitor,CHEMBL2095180,Carbonic anhydrase,Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",Homo sapiens,enzyme  lyase,3295
acetazolamide,Carbonic anhydrase IV inhibitor,CHEMBL3729,Carbonic anhydrase IV,P22748,Carbonic anhydrase 4,Homo sapiens,enzyme  lyase,1986
dichlorphenamide,Carbonic anhydrase IV inhibitor,CHEMBL3729,Carbonic anhydrase IV,P22748,Carbonic anhydrase 4,Homo sapiens,enzyme  lyase,3038
methazolamide,Carbonic anhydrase IV inhibitor,CHEMBL3729,Carbonic anhydrase IV,P22748,Carbonic anhydrase 4,Homo sapiens,enzyme  lyase,4100
topiramate,Carbonic anhydrase IV inhibitor,CHEMBL3729,Carbonic anhydrase IV,P22748,Carbonic anhydrase 4,Homo sapiens,enzyme  lyase,5284627
methazolamide,Carbonic anhydrase VII inhibitor,CHEMBL2326,Carbonic anhydrase VII,P43166,Carbonic anhydrase 7,Homo sapiens,enzyme  lyase,4100
acetazolamide,Carbonic anhydrase XII inhibitor,CHEMBL3242,Carbonic anhydrase XII,O43570,Carbonic anhydrase 12,Homo sapiens,enzyme  lyase,1986
dichlorphenamide,Carbonic anhydrase XII inhibitor,CHEMBL3242,Carbonic anhydrase XII,O43570,Carbonic anhydrase 12,Homo sapiens,enzyme  lyase,3038
entacapone,Catechol O-methyltransferase inhibitor,CHEMBL2023,Catechol O-methyltransferase,P21964,Catechol O-methyltransferase,Homo sapiens,enzyme  transferase,5281081
tolcapone,Catechol O-methyltransferase inhibitor,CHEMBL2023,Catechol O-methyltransferase,P21964,Catechol O-methyltransferase,Homo sapiens,enzyme  transferase,4659569
palbociclib,CDK4/cyclin D1 inhibitor,CHEMBL1907601,Cyclin-dependent kinase 4/cyclin D1,P11802,Cyclin-dependent kinase 4,Homo sapiens,enzyme  kinase  protein kinase  cmgc,5330286
palbociclib,CDK4/cyclin D1 inhibitor,CHEMBL2111455,CDK6/cyclin D1,P24385,G1/S-specific cyclin-D1,Homo sapiens,cytosolic other,5330286
palbociclib,CDK4/cyclin D1 inhibitor,CHEMBL2111455,CDK6/cyclin D1,Q00534,Cyclin-dependent kinase 6,Homo sapiens,enzyme  kinase  protein kinase  cmgc,5330286
palbociclib,CDK6/cyclin D1 inhibitor,CHEMBL2111455,CDK6/cyclin D1,P24385,G1/S-specific cyclin-D1,Homo sapiens,cytosolic other,5330286
palbociclib,CDK6/cyclin D1 inhibitor,CHEMBL2111455,CDK6/cyclin D1,Q00534,Cyclin-dependent kinase 6,Homo sapiens,enzyme  kinase  protein kinase  cmgc,5330286
deoxycholic acid,Cell membrane disrupting agent,CHEMBL3390826,Cell membrane,NA,NA,Homo sapiens,NA,222528
candicidin,Cell membrane inhibitor,CHEMBL2364035,Cell membrane,NA,NA,Candida albicans,NA,10079874
chlorhexidine,Cell membrane inhibitor,CHEMBL2364031,Cell membrane,NA,NA,Bacteria,NA,9552079
colistimethate sodium,Cell membrane inhibitor,CHEMBL2364031,Cell membrane,NA,NA,Bacteria,NA,216258
daptomycin,Cell membrane inhibitor,CHEMBL2364031,Cell membrane,NA,NA,Bacteria,NA,117590581
gramicidin,Cell membrane inhibitor,CHEMBL2364031,Cell membrane,NA,NA,Bacteria,NA,16130140
haloprogin,Cell membrane inhibitor,CHEMBL2364033,Cell membrane,NA,NA,Trichophyton,NA,3561
colistin,Cell outer membrane inhibitor,CHEMBL2364032,Cell outer membrane,NA,NA,Bacteria,NA,44144393
polymyxin b,Cell outer membrane inhibitor,CHEMBL2364032,Cell outer membrane,NA,NA,Bacteria,NA,199402
telavancin,Cell outer membrane inhibitor,CHEMBL2364032,Cell outer membrane,NA,NA,Bacteria,NA,3081362
eliglustat,Ceramide glucosyltransferase inhibitor,CHEMBL2063,Ceramide glucosyltransferase,Q16739,Ceramide glucosyltransferase,Homo sapiens,enzyme  transferase,23652731
miglustat,Ceramide glucosyltransferase inhibitor,CHEMBL2063,Ceramide glucosyltransferase,Q16739,Ceramide glucosyltransferase,Homo sapiens,enzyme  transferase,51634
lubiprostone,Chloride channel protein 2 opener,CHEMBL1628478,Chloride channel protein 2,P51788,Chloride channel protein 2,Homo sapiens,ion channel  other  chloride  clc,157920
ceruletide,Cholecystokinin A receptor agonist,CHEMBL1901,Cholecystokinin A receptor,P32238,Cholecystokinin receptor type A,Homo sapiens,membrane receptor  7tm1  peptide  short peptide  cholecystokinin receptor,16129675
rivastigmine,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL2095233,Cholinesterases; ACHE & BCHE,P06276,Cholinesterase,Homo sapiens,enzyme  hydrolase,77991
rivastigmine,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL2095233,Cholinesterases; ACHE & BCHE,P22303,Acetylcholinesterase,Homo sapiens,enzyme  hydrolase,77991
tacrine,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL2095233,Cholinesterases; ACHE & BCHE,P06276,Cholinesterase,Homo sapiens,enzyme  hydrolase,1935
tacrine,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL2095233,Cholinesterases; ACHE & BCHE,P22303,Acetylcholinesterase,Homo sapiens,enzyme  hydrolase,1935
elosulfase alfa,Chondroitin-6-sulfate hydrolytic enzyme,CHEMBL3140342,Chondroitin-6-sulfate,NA,NA,Homo sapiens,NA,NA
drotrecogin alfa (activated),Coagulation factor V inhibitor,CHEMBL3618,Coagulation factor V,P12259,Coagulation factor V,Homo sapiens,secreted,NA
drotrecogin alfa (activated),Coagulation factor VIII inhibitor,CHEMBL3143,Coagulation factor VIII,P00451,Coagulation factor VIII,Homo sapiens,secreted,NA
apixaban,Coagulation factor X inhibitor,CHEMBL244,Coagulation factor X,P00742,Coagulation factor X,Homo sapiens,enzyme  protease  serine  pas  s1a,10182969
edoxaban,Coagulation factor X inhibitor,CHEMBL244,Coagulation factor X,P00742,Coagulation factor X,Homo sapiens,enzyme  protease  serine  pas  s1a,10280735
rivaroxaban,Coagulation factor X inhibitor,CHEMBL244,Coagulation factor X,P00742,Coagulation factor X,Homo sapiens,enzyme  protease  serine  pas  s1a,9875401
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,A6NMZ7,Collagen alpha-6(VI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,A8TX70,Collagen alpha-5(VI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02452,Collagen alpha-1(I) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02458,Collagen alpha-1(II) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02461,Collagen alpha-1(III) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02462,Collagen alpha-1(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P05997,Collagen alpha-2(V) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P08123,Collagen alpha-2(I) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P08572,Collagen alpha-2(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12107,Collagen alpha-1(XI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12109,Collagen alpha-1(VI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12110,Collagen alpha-2(VI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12111,Collagen alpha-3(VI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P13942,Collagen alpha-2(XI) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P20908,Collagen alpha-1(V) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P25940,Collagen alpha-3(V) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P29400,Collagen alpha-5(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P39059,Collagen alpha-1(XV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P39060,Collagen alpha-1(XVIII) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P53420,Collagen alpha-4(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q01955,Collagen alpha-3(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q14031,Collagen alpha-6(IV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q17RW2,Collagen alpha-1(XXIV) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q2UY09,Collagen alpha-1(XXVIII) chain,Homo sapiens,structural,NA
collagenase clostridium histolyticum,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q8IZC6,Collagen alpha-1(XXVII) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,A6NMZ7,Collagen alpha-6(VI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,A8TX70,Collagen alpha-5(VI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02452,Collagen alpha-1(I) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02458,Collagen alpha-1(II) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02461,Collagen alpha-1(III) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P02462,Collagen alpha-1(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P05997,Collagen alpha-2(V) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P08123,Collagen alpha-2(I) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P08572,Collagen alpha-2(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12107,Collagen alpha-1(XI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12109,Collagen alpha-1(VI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12110,Collagen alpha-2(VI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P12111,Collagen alpha-3(VI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P13942,Collagen alpha-2(XI) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P20908,Collagen alpha-1(V) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P25940,Collagen alpha-3(V) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P29400,Collagen alpha-5(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P39059,Collagen alpha-1(XV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P39060,Collagen alpha-1(XVIII) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,P53420,Collagen alpha-4(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q01955,Collagen alpha-3(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q14031,Collagen alpha-6(IV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q17RW2,Collagen alpha-1(XXIV) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q2UY09,Collagen alpha-1(XXVIII) chain,Homo sapiens,structural,NA
ocriplasmin,Collagen hydrolytic enzyme,CHEMBL2364188,Collagen,Q8IZC6,Collagen alpha-1(XXVII) chain,Homo sapiens,structural,NA
lactitol,Colonic bacteria substrate,NA,NA,NA,NA,NA,NA,157355
eculizumab,Complement C5 inhibitor,CHEMBL2364163,Complement C5,P01031,Complement C5,Homo sapiens,secreted,NA
clioquinol,Copper chelating agent,CHEMBL2363057,Copper,NA,NA,NA,NA,2788
penicillamine,Copper chelating agent,CHEMBL2363057,Copper,NA,NA,NA,NA,5852
trientine,Copper chelating agent,CHEMBL2363057,Copper,NA,NA,NA,NA,5565
acetaminophen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,1983
acetaminophen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,1983
aminosalicylic acid,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,4649
aminosalicylic acid,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,4649
aspirin,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,2244
aspirin,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,2244
balsalazid,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,NA
balsalazid,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,NA
bismuth subsalicylate,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,16682734
bismuth subsalicylate,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,16682734
bromfenac,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,60726
bromfenac,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,60726
diclofenac,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3033
diclofenac,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,3033
diflunisal,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3059
diflunisal,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,3059
fenoprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3342
fenoprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,3342
flurbiprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3394
flurbiprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,3394
ibuprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3672
ibuprofen,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P35354,Prostaglandin G/H synthase 2,Homo sapiens,enzyme  reductase,3672
indomethacin,Cyclooxygenase inhibitor,CHEMBL2094253,Cyclooxygenase,P23219,Prostaglandin G/H synthase 1,Homo sapiens,enzyme  reductase,3715
